Member_ID,First_name,Last_name,Membership_Type,Borrowing_Limit,Membership_Duration,Violations
7310,Cynthia,Martin,Individual Membership,5,5,0
7311,Patricia,Bowers,Family Membership,10,2,1
7312,Christopher,Diaz,Student Membership,10,1,4
7313,Natalie,Arias,Family Membership,10,5,0
7314,Lawrence,Adams,Family Membership,10,3,5
7315,Debra,Bowen,Student Membership,10,3,0
7316,Annette,Bean,Student Membership,10,4,1
7317,Sarah,Johnson,Individual Membership,5,1,1
7318,Timothy,Roberts,Family Membership,10,1,4
7319,Rachel,Boyd,Individual Membership,5,1,3
7320,Linda,Gomez,Family Membership,10,3,2
7321,Patricia,Young,Family Membership,10,2,4
7322,Scott,Patterson,Individual Membership,5,3,0
7323,James,Wong,Family Membership,10,4,3
7324,Kimberly,Torres,Student Membership,10,3,5
7325,Tammie,Barnett,Family Membership,10,4,3
7326,Nancy,Marshall,Student Membership,10,2,4
7327,Amy,Rodriguez,Student Membership,10,3,3
7328,Daniel,Davis,Family Membership,10,5,1
7329,Martin,Singh,Family Membership,10,1,2
7330,Aaron,Sawyer,Student Membership,10,4,0
7331,Christine,Williams,Individual Membership,5,4,2
7332,Wendy,Owens,Student Membership,10,1,3
7333,Aaron,Brown,Family Membership,10,2,4
7334,Anthony,Yates,Student Membership,10,3,5
7335,Corey,Davis,Family Membership,10,2,5
7336,Angela,Whitehead,Family Membership,10,3,4
7337,Edwin,Williams,Individual Membership,5,1,0
7338,Annette,Mathews,Family Membership,10,5,2
7339,Sarah,Johnson,Family Membership,10,5,3
7340,Jesus,Morris,Family Membership,10,5,5
7341,Logan,Stephenson,Individual Membership,5,1,2
7342,Steven,Andrews,Student Membership,10,5,5
7343,Lori,Duncan,Family Membership,10,4,1
7344,Andrew,Wilson,Individual Membership,5,2,3
7345,Edward,Singleton,Family Membership,10,4,4
7346,Sydney,Williams,Family Membership,10,5,1
7347,Joshua,Campbell,Individual Membership,5,4,0
7348,Rebecca,Sanchez,Individual Membership,5,3,1
7349,Renee,Freeman,Student Membership,10,2,5
7350,Kimberly,Davidson,Student Membership,10,1,2
7351,James,Woods,Family Membership,10,2,1
7352,Juan,Michael,Student Membership,10,3,4
7353,Carlos,Anderson,Individual Membership,5,4,5
7354,Kyle,Glover,Student Membership,10,2,5
7355,Cynthia,Cannon,Individual Membership,5,2,0
7356,Pamela,Adams,Individual Membership,5,2,1
7357,Gerald,Kim,Family Membership,10,1,4
7358,Michelle,Carroll,Student Membership,10,2,0
7359,Cynthia,Miller,Individual Membership,5,4,0
7360,Alexis,Huff,Student Membership,10,1,4
7361,Dennis,Fisher,Student Membership,10,3,2
7362,James,Haas,Individual Membership,5,1,1
7363,Antonio,Boyd,Student Membership,10,5,1
7364,Amanda,Hunt,Student Membership,10,4,0
7365,Michael,Morrow,Student Membership,10,2,1
7366,Kevin,Martinez,Individual Membership,5,5,3
7367,Margaret,Pugh,Family Membership,10,5,0
7368,Edward,Dixon,Individual Membership,5,3,5
7369,Marco,Knapp,Family Membership,10,4,3
7370,Lauren,Hooper,Family Membership,10,4,1
7371,William,Jones,Student Membership,10,3,0
7372,Peter,Cabrera,Student Membership,10,5,4
7373,Mary,Cooley,Student Membership,10,2,1
7374,Alvin,Arias,Student Membership,10,5,2
7375,Mallory,Mejia,Individual Membership,5,5,2
7376,Heather,Goodman,Student Membership,10,4,5
7377,Jeremy,Zimmerman,Family Membership,10,2,5
7378,Jennifer,Wolf,Individual Membership,5,3,0
7379,Robert,Schultz,Student Membership,10,1,0
7380,Jennifer,Holland,Individual Membership,5,4,2
7381,Robert,Anderson,Family Membership,10,4,0
7382,Phillip,Hughes,Family Membership,10,2,2
7383,Christopher,Mccoy,Student Membership,10,5,3
7384,Joshua,Pratt,Individual Membership,5,5,4
7385,Stephanie,Ward,Family Membership,10,1,4
7386,Nancy,Williams,Family Membership,10,4,2
7387,Brandon,Hall,Individual Membership,5,2,4
7388,Cody,Patel,Student Membership,10,3,3
7389,Karen,Herring,Individual Membership,5,3,0
7390,Anthony,Underwood,Family Membership,10,1,5
7391,Erin,Smith,Student Membership,10,3,2
7392,Joseph,Salas,Family Membership,10,4,4
7393,Matthew,West,Family Membership,10,1,0
7394,Anthony,Lee,Student Membership,10,2,5
7395,Karen,Figueroa,Student Membership,10,1,4
7396,Thomas,Sanders,Student Membership,10,5,1
7397,Scott,Ray,Student Membership,10,4,2
7398,Jacob,Heath,Family Membership,10,2,0
7399,James,Berger,Individual Membership,5,2,4
7400,Megan,Stewart,Individual Membership,5,2,2
7401,Karen,Murphy,Individual Membership,5,2,2
7402,Mary,Edwards,Individual Membership,5,2,2
7403,Jasmine,Davis,Family Membership,10,4,0
7404,Nathaniel,Montoya,Individual Membership,5,2,0
7405,Samantha,Thompson,Student Membership,10,5,0
7406,Megan,Sanders,Student Membership,10,5,3
7407,Matthew,Jordan,Family Membership,10,4,0
7408,James,Camacho,Student Membership,10,5,3
7409,Emily,Good,Student Membership,10,4,5
7410,Andrew,Hays,Student Membership,10,1,1
7411,Jose,Huffman,Family Membership,10,5,0
7412,Melvin,Green,Student Membership,10,3,5
7413,Daniel,Wilson,Individual Membership,5,5,4
7414,Frank,Brewer,Family Membership,10,1,2
7415,Kimberly,Meyer,Individual Membership,5,2,1
7416,David,Martinez,Student Membership,10,3,5
7417,Benjamin,Gallagher,Family Membership,10,2,3
7418,Tyler,Clark,Family Membership,10,2,2
7419,Michelle,Anderson,Family Membership,10,3,5
7420,Alan,Moore,Family Membership,10,4,3
7421,Sarah,Oliver,Family Membership,10,3,2
7422,Matthew,Kim,Family Membership,10,1,1
7423,Kathleen,White,Family Membership,10,4,5
7424,Jacqueline,Austin,Individual Membership,5,2,1
7425,Brenda,Andrade,Student Membership,10,5,3
7426,Jessica,Bradley,Family Membership,10,5,5
7427,Amanda,Jones,Individual Membership,5,4,4
7428,Whitney,Haynes,Student Membership,10,5,3
7429,Danielle,Jimenez,Family Membership,10,5,1
7430,Jeremy,Lewis,Family Membership,10,3,1
7431,Steven,Serrano,Individual Membership,5,3,3
7432,Elizabeth,Jackson,Individual Membership,5,4,0
7433,Amanda,Boyd,Individual Membership,5,3,2
7434,Lisa,White,Student Membership,10,4,3
7435,James,Harrison,Family Membership,10,5,1
7436,Monica,Barton,Individual Membership,5,3,1
7437,Jeremy,Parker,Student Membership,10,2,3
7438,Calvin,Jones,Individual Membership,5,3,1
7439,Sabrina,Rogers,Individual Membership,5,1,3
7440,Isaac,Lynn,Individual Membership,5,1,2
7441,Robert,Smith,Family Membership,10,4,4
7442,Tammy,Willis,Family Membership,10,1,1
7443,Paul,Grant,Family Membership,10,5,0
7444,Andrew,Jones,Family Membership,10,5,0
7445,Paul,Mercado,Individual Membership,5,3,4
7446,Matthew,Goodman,Student Membership,10,4,0
7447,Cody,Hood,Individual Membership,5,3,2
7448,Nancy,Williams,Family Membership,10,4,5
7449,Carrie,Armstrong,Individual Membership,5,2,0
7450,Melissa,Hernandez,Family Membership,10,5,3
7451,Kristopher,Jackson,Family Membership,10,5,2
7452,Michael,Murphy,Individual Membership,5,2,0
7453,Jimmy,Lowe,Family Membership,10,5,1
7454,Anthony,Adams,Student Membership,10,3,4
7455,John,Mack,Student Membership,10,1,3
7456,Grant,Taylor,Student Membership,10,4,5
7457,Lisa,Perez,Student Membership,10,5,4
7458,Bobby,Tran,Individual Membership,5,5,0
7459,George,Williams,Individual Membership,5,1,1
7460,William,Gibson,Student Membership,10,1,3
7461,William,Mcdonald,Individual Membership,5,1,1
7462,Troy,Jackson,Family Membership,10,4,0
7463,Brian,King,Student Membership,10,3,2
7464,Rodney,Greene,Student Membership,10,1,4
7465,Donna,Henderson,Student Membership,10,5,2
7466,Michelle,Jones,Student Membership,10,1,3
7467,Julie,Ortiz,Student Membership,10,1,2
7468,Connor,Jenkins,Individual Membership,5,4,5
7469,Alejandro,Matthews,Student Membership,10,3,0
7470,Laura,Gonzales,Student Membership,10,5,2
7471,Marvin,English,Student Membership,10,1,3
7472,Francisco,Hughes,Individual Membership,5,3,5
7473,Greg,Farrell,Student Membership,10,5,3
7474,Anna,Harrison,Student Membership,10,2,2
7475,Philip,Abbott,Student Membership,10,1,3
7476,Joseph,Williamson,Individual Membership,5,4,1
7477,Jeffrey,Huber,Family Membership,10,4,1
7478,Mindy,Lam,Student Membership,10,1,2
7479,Adam,Woods,Family Membership,10,3,4
7480,Jeffery,Mendoza,Student Membership,10,3,0
7481,Cheryl,Griffin,Student Membership,10,5,2
7482,Sabrina,Graham,Family Membership,10,3,4
7483,Dean,Lambert,Family Membership,10,4,5
7484,Laura,Lee,Individual Membership,5,1,1
7485,Tiffany,Davis,Family Membership,10,2,4
7486,Kayla,Spencer,Individual Membership,5,4,0
7487,Vickie,Perkins,Family Membership,10,4,2
7488,Omar,Anderson,Individual Membership,5,5,1
7489,Dean,Brown,Individual Membership,5,4,0
7490,Joseph,Lowe,Student Membership,10,4,3
7491,Joseph,Adams,Student Membership,10,4,5
7492,Megan,Patterson,Family Membership,10,4,3
7493,Frances,Mcdonald,Student Membership,10,1,4
7494,Ashley,Blake,Student Membership,10,1,2
7495,Rachel,Sullivan,Individual Membership,5,4,3
7496,Joanne,Gray,Family Membership,10,5,0
7497,Michelle,Daugherty,Individual Membership,5,5,2
7498,Shawn,Lane,Individual Membership,5,4,1
7499,Meagan,Clark,Individual Membership,5,3,1
7500,Jay,Boyd,Individual Membership,5,1,3
7501,Laura,Braun,Individual Membership,5,1,3
7502,Jason,Hill,Family Membership,10,4,0
7503,Heather,Young,Student Membership,10,1,2
7504,Amy,Fields,Family Membership,10,5,5
7505,James,Harris,Student Membership,10,3,2
7506,Austin,Garcia,Student Membership,10,4,4
7507,Jared,Parker,Individual Membership,5,3,4
7508,Maria,Johnson,Family Membership,10,3,2
7509,Bruce,Martin,Individual Membership,5,1,3
7510,Linda,Walker,Student Membership,10,1,5
7511,Krista,Barry,Family Membership,10,4,3
7512,Jill,Butler,Student Membership,10,4,3
7513,Brianna,Hammond,Student Membership,10,5,1
7514,Alicia,Moore,Individual Membership,5,4,3
7515,Corey,King,Individual Membership,5,5,1
7516,Tyler,Taylor,Student Membership,10,5,1
7517,Katie,Williams,Student Membership,10,4,3
7518,John,Carpenter,Student Membership,10,1,2
7519,Emily,Kennedy,Student Membership,10,1,2
7520,Angela,Conrad,Individual Membership,5,1,1
7521,Amy,Hall,Individual Membership,5,5,2
7522,Lee,Powell,Family Membership,10,2,1
7523,Darlene,Carter,Individual Membership,5,3,0
7524,Craig,Ortiz,Family Membership,10,2,5
7525,Julie,Burns,Family Membership,10,4,4
7526,Adam,Morse,Student Membership,10,4,5
7527,Austin,Burke,Family Membership,10,5,1
7528,Monica,Mcdonald,Student Membership,10,2,4
7529,Jill,Blackburn,Individual Membership,5,3,5
7530,Stephen,Lee,Family Membership,10,1,1
7531,Samuel,Kelly,Individual Membership,5,1,2
7532,Kayla,Johnson,Individual Membership,5,4,5
7533,Scott,Smith,Student Membership,10,3,4
7534,Cynthia,Santos,Family Membership,10,4,2
7535,Tasha,Robinson,Family Membership,10,4,0
7536,Heather,Johnson,Family Membership,10,1,4
7537,Patricia,Adams,Individual Membership,5,2,0
7538,David,Dudley,Student Membership,10,4,0
7539,Patricia,Schmidt,Family Membership,10,2,3
7540,Seth,Anderson,Student Membership,10,2,5
7541,Lucas,Hays,Student Membership,10,1,3
7542,Tony,Stevenson,Individual Membership,5,4,5
7543,Gavin,Copeland,Student Membership,10,3,5
7544,Kelly,Lutz,Student Membership,10,3,3
7545,Reginald,Manning,Family Membership,10,1,5
7546,Henry,Arroyo,Family Membership,10,2,0
7547,Christopher,Simon,Family Membership,10,5,0
7548,Steven,Rivera,Individual Membership,5,3,4
7549,Krista,Hampton,Family Membership,10,1,5
7550,Shannon,Martin,Family Membership,10,2,3
7551,Michael,Collins,Individual Membership,5,1,4
7552,Jason,Johnson,Family Membership,10,5,0
7553,Kelly,Farley,Family Membership,10,5,1
7554,Tina,Kirk,Family Membership,10,3,3
7555,Daniel,Callahan,Student Membership,10,4,0
7556,Charles,Johnson,Family Membership,10,2,4
7557,Ashley,Kaufman,Family Membership,10,1,2
7558,Nathan,Mann,Family Membership,10,4,3
7559,Joseph,Richardson,Individual Membership,5,4,2
7560,Debbie,Hall,Family Membership,10,1,3
7561,Summer,Leonard,Individual Membership,5,3,1
7562,Ryan,Wells,Individual Membership,5,3,2
7563,Amber,Collins,Individual Membership,5,1,3
7564,Nancy,Mckee,Individual Membership,5,2,4
7565,Shelby,Cordova,Individual Membership,5,2,4
7566,Bryan,Green,Individual Membership,5,5,0
7567,Mark,Patterson,Student Membership,10,5,4
7568,Melissa,Rowe,Student Membership,10,3,2
7569,Tara,Taylor,Student Membership,10,5,0
7570,Ryan,Fisher,Student Membership,10,3,4
7571,Timothy,Bailey,Individual Membership,5,3,3
7572,Tiffany,Martinez,Family Membership,10,2,3
7573,Robert,Beck,Student Membership,10,5,3
7574,Lindsay,Patterson,Family Membership,10,2,5
7575,Marcus,King,Family Membership,10,3,4
7576,Nathan,Wall,Individual Membership,5,2,3
7577,Eric,Coleman,Family Membership,10,2,2
7578,Brandon,Simpson,Individual Membership,5,2,0
7579,Julie,Taylor,Family Membership,10,2,1
7580,Robert,Bender,Family Membership,10,3,0
7581,Jared,Grant,Student Membership,10,4,5
7582,Stephen,Martinez,Family Membership,10,2,1
7583,Dana,Hall,Family Membership,10,5,4
7584,Sarah,Thomas,Individual Membership,5,3,0
7585,Emily,Wright,Individual Membership,5,4,4
7586,Thomas,Steele,Individual Membership,5,5,2
7587,Sara,Moore,Student Membership,10,5,5
7588,Jeffrey,Garner,Individual Membership,5,1,3
7589,Krystal,Rogers,Student Membership,10,1,4
7590,Sandra,Wagner,Family Membership,10,5,4
7591,Michael,Lloyd,Student Membership,10,3,5
7592,Lee,Campos,Individual Membership,5,5,3
7593,Lisa,Mcgee,Individual Membership,5,2,1
7594,Christopher,Rodriguez,Individual Membership,5,3,2
7595,Eugene,Rodriguez,Student Membership,10,3,0
7596,Stacey,Moran,Family Membership,10,5,5
7597,Peter,Arnold,Family Membership,10,2,0
7598,Nicholas,Williams,Student Membership,10,4,4
7599,Joseph,Rosales,Student Membership,10,2,0
7600,Benjamin,Watts,Individual Membership,5,2,1
7601,Kelly,Marquez,Individual Membership,5,4,1
7602,John,Johnson,Individual Membership,5,1,4
7603,Randy,Carroll,Individual Membership,5,3,1
7604,Carol,Flynn,Student Membership,10,1,0
7605,Calvin,Moore,Family Membership,10,1,5
7606,Daniel,Newton,Individual Membership,5,5,5
7607,Justin,Martin,Family Membership,10,4,5
7608,Suzanne,Peters,Individual Membership,5,2,3
7609,Jessica,Gilmore,Individual Membership,5,4,1
7610,Victoria,Bray,Student Membership,10,3,5
7611,Joshua,Ellison,Individual Membership,5,4,5
7612,John,Phillips,Individual Membership,5,1,3
7613,Christopher,Fitzgerald,Individual Membership,5,4,3
7614,Christopher,Howe,Individual Membership,5,1,0
7615,John,Odonnell,Student Membership,10,5,1
7616,Danielle,Page,Family Membership,10,4,0
7617,Daniel,Martin,Individual Membership,5,1,2
7618,Richard,Lucas,Student Membership,10,3,5
7619,Anthony,Phillips,Family Membership,10,1,2
7620,Hannah,Richmond,Family Membership,10,5,3
7621,Hannah,Morrison,Family Membership,10,1,3
7622,Christopher,Duncan,Family Membership,10,4,4
7623,James,Rodriguez,Family Membership,10,2,1
7624,Kathryn,Meyer,Individual Membership,5,4,4
7625,Elizabeth,Fuller,Family Membership,10,1,4
7626,Kelly,Walters,Individual Membership,5,3,2
7627,Troy,Barber,Family Membership,10,2,1
7628,Lauren,Dominguez,Individual Membership,5,3,0
7629,Vanessa,Huang,Individual Membership,5,1,4
7630,Joanna,Harper,Individual Membership,5,3,0
7631,Melissa,Wiley,Student Membership,10,4,2
7632,Katherine,Hill,Student Membership,10,3,0
7633,Nicole,Mcgee,Family Membership,10,4,0
7634,Steven,Kirby,Student Membership,10,5,5
7635,Thomas,Lucas,Individual Membership,5,2,5
7636,Melanie,Woods,Individual Membership,5,4,4
7637,Patricia,Campbell,Student Membership,10,2,5
7638,Daniel,Walker,Student Membership,10,2,4
7639,Rebecca,Lopez,Family Membership,10,2,2
7640,Joe,Rodriguez,Family Membership,10,5,4
7641,Ricky,Morrison,Family Membership,10,1,0
7642,Melissa,Green,Student Membership,10,1,1
7643,Jacob,Garrett,Family Membership,10,4,3
7644,David,Bowen,Student Membership,10,4,2
7645,Jonathan,Collins,Student Membership,10,5,1
7646,April,Lopez,Individual Membership,5,5,5
7647,Ashley,Harris,Student Membership,10,2,4
7648,Joshua,Vasquez,Student Membership,10,2,1
7649,Michelle,Love,Family Membership,10,1,1
7650,Ashley,Yang,Individual Membership,5,4,1
7651,Jack,Bartlett,Student Membership,10,1,3
7652,Kelsey,Walters,Family Membership,10,5,0
7653,Mark,Galvan,Individual Membership,5,4,3
7654,Victoria,Curtis,Individual Membership,5,5,5
7655,Raymond,Davis,Student Membership,10,5,3
7656,Andrew,Jones,Family Membership,10,5,0
7657,James,Jones,Individual Membership,5,5,0
7658,Sharon,Thompson,Individual Membership,5,1,5
7659,Joanna,Stone,Student Membership,10,2,2
7660,Justin,Fernandez,Family Membership,10,4,1
7661,Danielle,Anderson,Individual Membership,5,5,2
7662,Lauren,Gomez,Student Membership,10,5,1
7663,Amy,Wilson,Student Membership,10,3,1
7664,Karen,Lopez,Individual Membership,5,5,3
7665,Kevin,Rogers,Individual Membership,5,5,4
7666,Barbara,Morrow,Family Membership,10,4,0
7667,Philip,Williams,Individual Membership,5,5,4
7668,Laurie,Berry,Family Membership,10,4,1
7669,Stephanie,Briggs,Student Membership,10,5,4
7670,Kellie,Reynolds,Student Membership,10,2,3
7671,Nathan,Freeman,Individual Membership,5,2,0
7672,Gregory,Wilson,Family Membership,10,1,3
7673,Shawna,Dawson,Family Membership,10,3,1
7674,Paul,Johnson,Family Membership,10,4,2
7675,Joseph,Velasquez,Family Membership,10,5,0
7676,Martin,Cole,Family Membership,10,1,5
7677,David,Erickson,Individual Membership,5,1,5
7678,David,Thompson,Student Membership,10,4,0
7679,Christopher,Jacobson,Student Membership,10,1,4
7680,Jamie,Rodriguez,Student Membership,10,4,2
7681,Melissa,Gonzales,Family Membership,10,3,5
7682,Melissa,Andrade,Family Membership,10,2,4
7683,Michael,Hardin,Individual Membership,5,4,2
7684,Carrie,Duran,Family Membership,10,5,4
7685,James,Martin,Individual Membership,5,3,3
7686,Robert,Lamb,Family Membership,10,3,5
7687,Melanie,Lowe,Individual Membership,5,2,2
7688,Andrew,Weiss,Family Membership,10,5,0
7689,Adam,Pittman,Family Membership,10,1,2
7690,Larry,Mcdonald,Individual Membership,5,2,3
7691,Shelby,Johnson,Family Membership,10,4,1
7692,Eric,Ortiz,Individual Membership,5,1,5
7693,Daniel,Collins,Student Membership,10,4,0
7694,Katherine,Pham,Student Membership,10,3,4
7695,Vanessa,Smith,Individual Membership,5,1,5
7696,Amanda,Bennett,Individual Membership,5,3,2
7697,Thomas,Livingston,Family Membership,10,4,2
7698,Craig,Smith,Individual Membership,5,5,5
7699,Kristin,Perez,Student Membership,10,4,0
7700,Kenneth,Richardson,Student Membership,10,4,4
7701,Angela,Johnson,Individual Membership,5,5,1
7702,Gina,Michael,Individual Membership,5,2,1
7703,Mackenzie,Hubbard,Student Membership,10,4,1
7704,Debra,Morgan,Student Membership,10,3,1
7705,Donald,Evans,Family Membership,10,1,2
7706,Heather,Green,Student Membership,10,5,4
7707,Eric,Green,Individual Membership,5,2,4
7708,Jennifer,Brown,Student Membership,10,5,3
7709,Lawrence,Hopkins,Student Membership,10,3,1
7710,Kelly,Craig,Student Membership,10,1,4
7711,Christina,Jordan,Student Membership,10,1,1
7712,Christopher,Reese,Individual Membership,5,2,2
7713,Teresa,Morrison,Student Membership,10,1,5
7714,Carrie,Martin,Student Membership,10,3,5
7715,Jennifer,Mccoy,Family Membership,10,4,1
7716,Nathan,Evans,Individual Membership,5,2,2
7717,Andrea,Brennan,Family Membership,10,1,3
7718,Jessica,Duncan,Individual Membership,5,1,3
7719,Amy,White,Student Membership,10,1,2
7720,Jeffrey,Garcia,Family Membership,10,1,2
7721,Andrew,Castillo,Family Membership,10,5,1
7722,Laura,Banks,Individual Membership,5,1,1
7723,Aaron,Acevedo,Student Membership,10,3,0
7724,Tamara,Sanchez,Family Membership,10,4,5
7725,Emily,Williams,Student Membership,10,1,4
7726,Laurie,Dean,Individual Membership,5,4,5
7727,Brandy,Miller,Student Membership,10,5,1
7728,Tara,Beck,Student Membership,10,1,2
7729,Kristine,Martin,Individual Membership,5,1,5
7730,John,Anderson,Individual Membership,5,5,3
7731,Terrence,Cannon,Individual Membership,5,4,0
7732,Scott,Obrien,Individual Membership,5,3,1
7733,Derrick,Lambert,Student Membership,10,1,0
7734,Dana,Figueroa,Student Membership,10,3,5
7735,Ricky,Lindsey,Individual Membership,5,4,2
7736,Nicole,Rogers,Student Membership,10,2,4
7737,Justin,Eaton,Individual Membership,5,5,3
7738,Jonathan,Valdez,Family Membership,10,2,3
7739,Tracey,Johnson,Student Membership,10,1,2
7740,Julie,Hall,Student Membership,10,4,3
7741,Jennifer,Villegas,Family Membership,10,5,1
7742,Christopher,Miller,Individual Membership,5,3,2
7743,Jeffrey,Brown,Student Membership,10,5,0
7744,Sharon,Salinas,Family Membership,10,5,3
7745,Christopher,Collins,Individual Membership,5,3,3
7746,Sara,Davidson,Individual Membership,5,5,1
7747,Matthew,Gutierrez,Student Membership,10,1,5
7748,Michael,Sanchez,Individual Membership,5,1,2
7749,Emily,Price,Student Membership,10,5,5
7750,Kathleen,Taylor,Family Membership,10,4,2
7751,Damon,Jackson,Student Membership,10,3,1
7752,Kelly,Schroeder,Family Membership,10,1,5
7753,Donna,Morrison,Individual Membership,5,2,2
7754,Alicia,Robertson,Student Membership,10,4,4
7755,Jennifer,Ayala,Student Membership,10,5,5
7756,Frank,Hansen,Individual Membership,5,1,4
7757,Tammy,Blair,Family Membership,10,4,0
7758,Jessica,Franklin,Individual Membership,5,5,0
7759,Kevin,Miller,Student Membership,10,5,4
7760,Kayla,Nelson,Individual Membership,5,5,4
7761,Betty,Young,Individual Membership,5,2,3
7762,Cheryl,Turner,Family Membership,10,3,2
7763,Christina,Gonzalez,Student Membership,10,3,2
7764,Randall,Ballard,Family Membership,10,1,2
7765,Robert,Coleman,Student Membership,10,5,4
7766,Thomas,Jones,Student Membership,10,5,0
7767,Melissa,Pearson,Family Membership,10,3,2
7768,Stephanie,George,Student Membership,10,3,3
7769,Luis,Dennis,Family Membership,10,5,4
7770,Stephen,Haley,Student Membership,10,3,5
7771,Michelle,Wilson,Individual Membership,5,4,1
7772,Benjamin,Paul,Family Membership,10,3,3
7773,Allen,Walker,Student Membership,10,4,3
7774,Matthew,Patton,Student Membership,10,3,0
7775,Steven,Arnold,Student Membership,10,3,0
7776,Valerie,Burch,Student Membership,10,5,2
7777,Angela,Barry,Family Membership,10,3,4
7778,Tracy,Bruce,Family Membership,10,3,4
7779,Robert,Powers,Student Membership,10,1,4
7780,Catherine,Hanson,Student Membership,10,5,5
7781,Jennifer,Jones,Individual Membership,5,1,5
7782,Kyle,White,Student Membership,10,2,3
7783,David,Dodson,Individual Membership,5,5,5
7784,Crystal,Watson,Student Membership,10,1,1
7785,Dominique,Davis,Student Membership,10,2,5
7786,Sara,Johnson,Student Membership,10,3,5
7787,Amy,Doyle,Individual Membership,5,1,1
7788,Diane,Shah,Family Membership,10,1,1
7789,Alex,Stewart,Student Membership,10,1,3
7790,James,Collins,Student Membership,10,2,5
7791,Alyssa,Johnson,Student Membership,10,2,5
7792,Walter,Torres,Individual Membership,5,3,3
7793,Sandra,Peterson,Family Membership,10,1,3
7794,Brittany,Hines,Family Membership,10,3,5
7795,Kevin,Hanson,Family Membership,10,5,4
7796,Brianna,Dunn,Student Membership,10,4,0
7797,Jacqueline,Strickland,Family Membership,10,1,0
7798,Dawn,Walters,Individual Membership,5,4,4
7799,Sharon,Ortega,Individual Membership,5,3,3
7800,Jessica,Campbell,Family Membership,10,3,4
7801,Derek,Alvarado,Individual Membership,5,3,2
7802,Rhonda,Jenkins,Student Membership,10,4,0
7803,Jennifer,Strickland,Individual Membership,5,1,2
7804,Ryan,Jacobson,Individual Membership,5,4,5
7805,Sharon,Lewis,Individual Membership,5,5,4
7806,Shane,Jacobson,Student Membership,10,4,5
7807,Jose,Knapp,Student Membership,10,3,0
7808,John,Rogers,Student Membership,10,1,1
7809,Mary,Smith,Family Membership,10,5,0
7810,Jon,Roth,Family Membership,10,4,4
7811,Darrell,Hernandez,Family Membership,10,3,5
7812,Jill,Everett,Individual Membership,5,1,4
7813,Joshua,Kirk,Family Membership,10,2,4
7814,Morgan,Wilson,Family Membership,10,2,0
7815,Brent,May,Student Membership,10,3,1
7816,William,Hernandez,Family Membership,10,5,1
7817,Samantha,Doyle,Family Membership,10,5,0
7818,Sherry,Martinez,Student Membership,10,2,3
7819,Jerry,Banks,Family Membership,10,3,5
7820,Marco,Dickson,Student Membership,10,1,4
7821,David,Lopez,Student Membership,10,5,3
7822,Abigail,Grant,Family Membership,10,5,3
7823,Amber,Garrett,Individual Membership,5,4,2
7824,Nathan,Garcia,Student Membership,10,3,3
7825,Valerie,Knight,Individual Membership,5,4,1
7826,Timothy,Walter,Family Membership,10,3,1
7827,Lori,Chavez,Individual Membership,5,4,3
7828,Alyssa,Jacobs,Student Membership,10,2,2
7829,Kenneth,Perez,Family Membership,10,1,0
7830,Evelyn,Holloway,Individual Membership,5,2,0
7831,Shannon,Wilson,Student Membership,10,4,2
7832,Troy,Johnson,Family Membership,10,2,3
7833,Linda,Hoffman,Student Membership,10,5,2
7834,Kathleen,Collins,Individual Membership,5,2,0
7835,Anna,Winters,Family Membership,10,3,1
7836,Gary,Castro,Individual Membership,5,3,4
7837,Denise,Sanford,Student Membership,10,2,2
7838,Chelsea,Turner,Individual Membership,5,2,3
7839,Joanna,Smith,Individual Membership,5,2,3
7840,Charlene,Garcia,Student Membership,10,2,4
7841,William,Glenn,Individual Membership,5,1,2
7842,Marcus,Richard,Individual Membership,5,4,3
7843,Katherine,Miller,Individual Membership,5,1,4
7844,Maria,Moyer,Family Membership,10,1,1
7845,Jasmine,Ward,Student Membership,10,3,4
7846,William,Davis,Individual Membership,5,4,5
7847,Kristy,Owens,Family Membership,10,5,4
7848,Teresa,Weaver,Family Membership,10,5,5
7849,Jeffrey,Bell,Individual Membership,5,4,2
7850,Chris,Moore,Student Membership,10,5,5
7851,Richard,Benson,Family Membership,10,3,1
7852,Jill,Butler,Individual Membership,5,4,3
7853,Sara,Nelson,Individual Membership,5,1,2
7854,Nicholas,Gutierrez,Individual Membership,5,3,5
7855,Sandra,Cooper,Family Membership,10,4,2
7856,Jeffrey,Lewis,Individual Membership,5,1,2
7857,Candice,Scott,Family Membership,10,5,4
7858,Brianna,Davis,Student Membership,10,2,5
7859,Daisy,Franco,Family Membership,10,3,1
7860,Emily,Lopez,Family Membership,10,5,4
7861,Suzanne,Bruce,Family Membership,10,4,3
7862,Ryan,Jones,Family Membership,10,1,5
7863,Amy,Davis,Family Membership,10,4,1
7864,James,Cain,Individual Membership,5,2,5
7865,Mark,Rodriguez,Student Membership,10,3,0
7866,Stacey,Bauer,Individual Membership,5,3,0
7867,Eric,Dalton,Student Membership,10,3,2
7868,Deborah,Hernandez,Student Membership,10,5,4
7869,Joseph,Baker,Family Membership,10,5,3
7870,Michelle,Hopkins,Individual Membership,5,5,4
7871,Tyler,Mendoza,Student Membership,10,1,4
7872,Kaitlyn,Jackson,Individual Membership,5,3,0
7873,Alicia,Osborne,Student Membership,10,4,5
7874,Johnny,Romero,Student Membership,10,3,4
7875,Emma,Fernandez,Individual Membership,5,4,1
